2.2812 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
124.3345 	EXP 	grating: autoDraw = False
124.3345 	EXP 	grating: ori = 1.0
124.3345 	EXP 	Fixation: autoDraw = True
125.3347 	EXP 	Fixation: autoDraw = False
125.3347 	EXP 	grating: autoDraw = True
125.6347 	EXP 	grating: autoDraw = False
125.9569 	EXP 	New trial (rep=61, index=0): None
125.9600 	DATA 	Keypress: up
125.9677 	EXP 	Fixation: autoDraw = False
125.9677 	EXP 	grating: autoDraw = False
125.9677 	EXP 	grating: ori = 0.0
125.9677 	EXP 	Fixation: autoDraw = True
126.9676 	EXP 	Fixation: autoDraw = False
126.9676 	EXP 	grating: autoDraw = True
127.2679 	EXP 	grating: autoDraw = False
127.5058 	EXP 	New trial (rep=62, index=0): None
127.5088 	DATA 	Keypress: down
127.5180 	EXP 	Fixation: autoDraw = False
127.5180 	EXP 	grating: autoDraw = False
127.5180 	EXP 	grating: ori = -4.0
127.5180 	EXP 	Fixation: autoDraw = True
128.5173 	EXP 	Fixation: autoDraw = False
128.5173 	EXP 	grating: autoDraw = True
128.8178 	EXP 	grating: autoDraw = False
129.1721 	EXP 	New trial (rep=63, index=0): None
129.1751 	DATA 	Keypress: down
129.1844 	EXP 	Fixation: autoDraw = False
129.1844 	EXP 	grating: autoDraw = False
129.1844 	EXP 	grating: ori = 0.0
129.1844 	EXP 	Fixation: autoDraw = True
130.1841 	EXP 	Fixation: autoDraw = False
130.1841 	EXP 	grating: autoDraw = True
130.4842 	EXP 	grating: autoDraw = False
130.8557 	EXP 	New trial (rep=64, index=0): None
130.8590 	DATA 	Keypress: up
130.8673 	EXP 	Fixation: autoDraw = False
130.8673 	EXP 	grating: autoDraw = False
130.8673 	EXP 	grating: ori = 0.0
130.8673 	EXP 	Fixation: autoDraw = True
131.8670 	EXP 	Fixation: autoDraw = False
131.8670 	EXP 	grating: autoDraw = True
132.1670 	EXP 	grating: autoDraw = False
132.6723 	EXP 	New trial (rep=65, index=0): None
132.6752 	DATA 	Keypress: down
132.6838 	EXP 	Fixation: autoDraw = False
132.6838 	EXP 	grating: autoDraw = False
132.6838 	EXP 	grating: ori = 0.0
132.6838 	EXP 	Fixation: autoDraw = True
133.6838 	EXP 	Fixation: autoDraw = False
133.6838 	EXP 	grating: autoDraw = True
133.9834 	EXP 	grating: autoDraw = False
134.3536 	DATA 	Keypress: up
134.3717 	EXP 	New trial (rep=66, index=0): None
134.3834 	EXP 	Fixation: autoDraw = False
134.3834 	EXP 	grating: autoDraw = False
134.3834 	EXP 	grating: ori = 2.0
134.3834 	EXP 	Fixation: autoDraw = True
135.3833 	EXP 	Fixation: autoDraw = False
135.3833 	EXP 	grating: autoDraw = True
135.6835 	EXP 	grating: autoDraw = False
136.0385 	EXP 	New trial (rep=67, index=0): None
136.0417 	DATA 	Keypress: down
136.0497 	EXP 	Fixation: autoDraw = False
136.0497 	EXP 	grating: autoDraw = False
136.0497 	EXP 	grating: ori = 0.0
136.0497 	EXP 	Fixation: autoDraw = True
137.0499 	EXP 	Fixation: autoDraw = False
137.0499 	EXP 	grating: autoDraw = True
137.3494 	EXP 	grating: autoDraw = False
137.7390 	EXP 	New trial (rep=68, index=0): None
137.7422 	DATA 	Keypress: up
137.7500 	EXP 	Fixation: autoDraw = False
137.7500 	EXP 	grating: autoDraw = False
137.7500 	EXP 	grating: ori = 3.0
137.7500 	EXP 	Fixation: autoDraw = True
138.7493 	EXP 	Fixation: autoDraw = False
138.7493 	EXP 	grating: autoDraw = True
139.0497 	EXP 	grating: autoDraw = False
139.4712 	EXP 	New trial (rep=69, index=0): None
139.4743 	DATA 	Keypress: up
139.4830 	EXP 	Fixation: autoDraw = False
139.4830 	EXP 	grating: autoDraw = False
139.4830 	EXP 	grating: ori = 0.0
139.4830 	EXP 	Fixation: autoDraw = True
140.4828 	EXP 	Fixation: autoDraw = False
140.4828 	EXP 	grating: autoDraw = True
140.7830 	EXP 	grating: autoDraw = False
141.4041 	EXP 	New trial (rep=70, index=0): None
141.4077 	DATA 	Keypress: up
141.4161 	EXP 	Fixation: autoDraw = False
141.4161 	EXP 	grating: autoDraw = False
141.4161 	EXP 	grating: ori = -5.0
141.4161 	EXP 	Fixation: autoDraw = True
142.4158 	EXP 	Fixation: autoDraw = False
142.4158 	EXP 	grating: autoDraw = True
142.7157 	EXP 	grating: autoDraw = False
142.9191 	DATA 	Keypress: down
142.9374 	EXP 	New trial (rep=71, index=0): None
142.9494 	EXP 	Fixation: autoDraw = False
142.9494 	EXP 	grating: autoDraw = False
142.9494 	EXP 	grating: ori = 0.0
142.9494 	EXP 	Fixation: autoDraw = True
143.9492 	EXP 	Fixation: autoDraw = False
143.9492 	EXP 	grating: autoDraw = True
144.2487 	EXP 	grating: autoDraw = False
144.6878 	EXP 	New trial (rep=72, index=0): None
144.6912 	DATA 	Keypress: up
144.6988 	EXP 	Fixation: autoDraw = False
144.6988 	EXP 	grating: autoDraw = False
144.6988 	EXP 	grating: ori = -3.0
144.6988 	EXP 	Fixation: autoDraw = True
145.6985 	EXP 	Fixation: autoDraw = False
145.6985 	EXP 	grating: autoDraw = True
145.9985 	EXP 	grating: autoDraw = False
146.3371 	EXP 	New trial (rep=73, index=0): None
146.3403 	DATA 	Keypress: down
146.3487 	EXP 	Fixation: autoDraw = False
146.3487 	EXP 	grating: autoDraw = False
146.3487 	EXP 	grating: ori = 2.0
146.3487 	EXP 	Fixation: autoDraw = True
147.3483 	EXP 	Fixation: autoDraw = False
147.3483 	EXP 	grating: autoDraw = True
147.6485 	EXP 	grating: autoDraw = False
148.0704 	EXP 	New trial (rep=74, index=0): None
148.0737 	DATA 	Keypress: down
148.0816 	EXP 	Fixation: autoDraw = False
148.0816 	EXP 	grating: autoDraw = False
148.0816 	EXP 	grating: ori = -2.0
148.0816 	EXP 	Fixation: autoDraw = True
149.0821 	EXP 	Fixation: autoDraw = False
149.0821 	EXP 	grating: autoDraw = True
149.3819 	EXP 	grating: autoDraw = False
149.7200 	EXP 	New trial (rep=75, index=0): None
149.7231 	DATA 	Keypress: down
149.7318 	EXP 	Fixation: autoDraw = False
149.7318 	EXP 	grating: autoDraw = False
149.7318 	EXP 	grating: ori = 0.0
149.7318 	EXP 	Fixation: autoDraw = True
150.7314 	EXP 	Fixation: autoDraw = False
150.7314 	EXP 	grating: autoDraw = True
151.0312 	EXP 	grating: autoDraw = False
151.4025 	EXP 	New trial (rep=76, index=0): None
151.4054 	DATA 	Keypress: up
151.4147 	EXP 	Fixation: autoDraw = False
151.4147 	EXP 	grating: autoDraw = False
151.4147 	EXP 	grating: ori = -4.0
151.4147 	EXP 	Fixation: autoDraw = True
152.4147 	EXP 	Fixation: autoDraw = False
152.4147 	EXP 	grating: autoDraw = True
152.7148 	EXP 	grating: autoDraw = False
153.1198 	EXP 	New trial (rep=77, index=0): None
153.1232 	DATA 	Keypress: down
153.1314 	EXP 	Fixation: autoDraw = False
153.1314 	EXP 	grating: autoDraw = False
153.1314 	EXP 	grating: ori = 0.0
153.1314 	EXP 	Fixation: autoDraw = True
154.1309 	EXP 	Fixation: autoDraw = False
154.1309 	EXP 	grating: autoDraw = True
154.4311 	EXP 	grating: autoDraw = False
155.0362 	EXP 	New trial (rep=78, index=0): None
155.0392 	DATA 	Keypress: up
155.0476 	EXP 	Fixation: autoDraw = False
155.0476 	EXP 	grating: autoDraw = False
155.0476 	EXP 	grating: ori = 3.0
155.0476 	EXP 	Fixation: autoDraw = True
156.0477 	EXP 	Fixation: autoDraw = False
156.0477 	EXP 	grating: autoDraw = True
156.3471 	EXP 	grating: autoDraw = False
156.6343 	DATA 	Keypress: down
156.6520 	EXP 	New trial (rep=79, index=0): None
156.6640 	EXP 	Fixation: autoDraw = False
156.6640 	EXP 	grating: autoDraw = False
156.6640 	EXP 	grating: ori = 0.0
156.6640 	EXP 	Fixation: autoDraw = True
157.6642 	EXP 	Fixation: autoDraw = False
157.6642 	EXP 	grating: autoDraw = True
157.9638 	EXP 	grating: autoDraw = False
158.5025 	EXP 	New trial (rep=80, index=0): None
158.5058 	DATA 	Keypress: up
158.5135 	EXP 	Fixation: autoDraw = False
158.5135 	EXP 	grating: autoDraw = False
158.5135 	EXP 	grating: ori = 0.0
158.5135 	EXP 	Fixation: autoDraw = True
159.5140 	EXP 	Fixation: autoDraw = False
159.5140 	EXP 	grating: autoDraw = True
159.8136 	EXP 	grating: autoDraw = False
160.2192 	EXP 	New trial (rep=81, index=0): None
160.2225 	DATA 	Keypress: up
160.2301 	EXP 	Fixation: autoDraw = False
160.2301 	EXP 	grating: autoDraw = False
160.2301 	EXP 	grating: ori = -2.0
160.2301 	EXP 	Fixation: autoDraw = True
161.2303 	EXP 	Fixation: autoDraw = False
161.2303 	EXP 	grating: autoDraw = True
161.5300 	EXP 	grating: autoDraw = False
161.9186 	EXP 	New trial (rep=82, index=0): None
161.9219 	DATA 	Keypress: up
161.9302 	EXP 	Fixation: autoDraw = False
161.9302 	EXP 	grating: autoDraw = False
161.9302 	EXP 	grating: ori = 0.0
161.9302 	EXP 	Fixation: autoDraw = True
162.9297 	EXP 	Fixation: autoDraw = False
162.9297 	EXP 	grating: autoDraw = True
163.2296 	EXP 	grating: autoDraw = False
163.5850 	EXP 	New trial (rep=83, index=0): None
163.5883 	DATA 	Keypress: up
163.5965 	EXP 	Fixation: autoDraw = False
163.5965 	EXP 	grating: autoDraw = False
163.5965 	EXP 	grating: ori = 0.0
163.5965 	EXP 	Fixation: autoDraw = True
164.5961 	EXP 	Fixation: autoDraw = False
164.5961 	EXP 	grating: autoDraw = True
164.8960 	EXP 	grating: autoDraw = False
165.2848 	EXP 	New trial (rep=84, index=0): None
165.2882 	DATA 	Keypress: up
165.2965 	EXP 	Fixation: autoDraw = False
165.2965 	EXP 	grating: autoDraw = False
165.2965 	EXP 	grating: ori = -3.0
165.2965 	EXP 	Fixation: autoDraw = True
166.2961 	EXP 	Fixation: autoDraw = False
166.2961 	EXP 	grating: autoDraw = True
166.5960 	EXP 	grating: autoDraw = False
166.9514 	EXP 	New trial (rep=85, index=0): None
166.9546 	DATA 	Keypress: up
166.9626 	EXP 	Fixation: autoDraw = False
166.9626 	EXP 	grating: autoDraw = False
166.9626 	EXP 	grating: ori = 2.0
166.9626 	EXP 	Fixation: autoDraw = True
167.9628 	EXP 	Fixation: autoDraw = False
167.9628 	EXP 	grating: autoDraw = True
168.2623 	EXP 	grating: autoDraw = False
168.6342 	EXP 	New trial (rep=86, index=0): None
168.6376 	DATA 	Keypress: down
168.6456 	EXP 	Fixation: autoDraw = False
168.6456 	EXP 	grating: autoDraw = False
168.6456 	EXP 	grating: ori = 0.0
168.6456 	EXP 	Fixation: autoDraw = True
169.6456 	EXP 	Fixation: autoDraw = False
169.6456 	EXP 	grating: autoDraw = True
169.9453 	EXP 	grating: autoDraw = False
170.3173 	EXP 	New trial (rep=87, index=0): None
170.3206 	DATA 	Keypress: up
170.3292 	EXP 	Fixation: autoDraw = False
170.3292 	EXP 	grating: autoDraw = False
170.3292 	EXP 	grating: ori = 0.0
170.3292 	EXP 	Fixation: autoDraw = True
171.3287 	EXP 	Fixation: autoDraw = False
171.3287 	EXP 	grating: autoDraw = True
171.6293 	EXP 	grating: autoDraw = False
172.0160 	DATA 	Keypress: up
172.0337 	EXP 	New trial (rep=88, index=0): None
172.0454 	EXP 	Fixation: autoDraw = False
172.0454 	EXP 	grating: autoDraw = False
172.0454 	EXP 	grating: ori = 2.0
172.0454 	EXP 	Fixation: autoDraw = True
173.0451 	EXP 	Fixation: autoDraw = False
173.0451 	EXP 	grating: autoDraw = True
173.3453 	EXP 	grating: autoDraw = False
173.8341 	EXP 	New trial (rep=89, index=0): None
173.8375 	DATA 	Keypress: down
173.8451 	EXP 	Fixation: autoDraw = False
173.8451 	EXP 	grating: autoDraw = False
173.8451 	EXP 	grating: ori = 0.0
173.8451 	EXP 	Fixation: autoDraw = True
174.8450 	EXP 	Fixation: autoDraw = False
174.8450 	EXP 	grating: autoDraw = True
175.1452 	EXP 	grating: autoDraw = False
175.6674 	EXP 	New trial (rep=90, index=0): None
175.6704 	DATA 	Keypress: up
175.6786 	EXP 	Fixation: autoDraw = False
175.6786 	EXP 	grating: autoDraw = False
175.6786 	EXP 	grating: ori = 2.0
175.6786 	EXP 	Fixation: autoDraw = True
176.6782 	EXP 	Fixation: autoDraw = False
176.6782 	EXP 	grating: autoDraw = True
176.9778 	EXP 	grating: autoDraw = False
177.5499 	EXP 	New trial (rep=91, index=0): None
177.5530 	DATA 	Keypress: down
177.5617 	EXP 	Fixation: autoDraw = False
177.5617 	EXP 	grating: autoDraw = False
177.5617 	EXP 	grating: ori = 0.0
177.5617 	EXP 	Fixation: autoDraw = True
178.5610 	EXP 	Fixation: autoDraw = False
178.5610 	EXP 	grating: autoDraw = True
178.8612 	EXP 	grating: autoDraw = False
179.1332 	EXP 	New trial (rep=92, index=0): None
179.1363 	DATA 	Keypress: up
179.1448 	EXP 	Fixation: autoDraw = False
179.1448 	EXP 	grating: autoDraw = False
179.1448 	EXP 	grating: ori = -3.0
179.1448 	EXP 	Fixation: autoDraw = True
180.1445 	EXP 	Fixation: autoDraw = False
180.1445 	EXP 	grating: autoDraw = True
180.4440 	EXP 	grating: autoDraw = False
180.8330 	EXP 	New trial (rep=93, index=0): None
180.8361 	DATA 	Keypress: down
180.8443 	EXP 	Fixation: autoDraw = False
180.8443 	EXP 	grating: autoDraw = False
180.8443 	EXP 	grating: ori = -3.0
180.8443 	EXP 	Fixation: autoDraw = True
181.8441 	EXP 	Fixation: autoDraw = False
181.8441 	EXP 	grating: autoDraw = True
182.1440 	EXP 	grating: autoDraw = False
182.4989 	EXP 	New trial (rep=94, index=0): None
182.5021 	DATA 	Keypress: down
182.5108 	EXP 	Fixation: autoDraw = False
182.5108 	EXP 	grating: autoDraw = False
182.5108 	EXP 	grating: ori = 0.0
182.5108 	EXP 	Fixation: autoDraw = True
183.5107 	EXP 	Fixation: autoDraw = False
183.5107 	EXP 	grating: autoDraw = True
183.8106 	EXP 	grating: autoDraw = False
184.1498 	EXP 	New trial (rep=95, index=0): None
184.1530 	DATA 	Keypress: up
184.1607 	EXP 	Fixation: autoDraw = False
184.1607 	EXP 	grating: autoDraw = False
184.1607 	EXP 	grating: ori = 0.0
184.1607 	EXP 	Fixation: autoDraw = True
185.1602 	EXP 	Fixation: autoDraw = False
185.1602 	EXP 	grating: autoDraw = True
185.4603 	EXP 	grating: autoDraw = False
185.7822 	EXP 	New trial (rep=96, index=0): None
185.7853 	DATA 	Keypress: up
185.7937 	EXP 	Fixation: autoDraw = False
185.7937 	EXP 	grating: autoDraw = False
185.7937 	EXP 	grating: ori = 0.0
185.7937 	EXP 	Fixation: autoDraw = True
186.7934 	EXP 	Fixation: autoDraw = False
186.7934 	EXP 	grating: autoDraw = True
187.0935 	EXP 	grating: autoDraw = False
187.5319 	EXP 	New trial (rep=97, index=0): None
187.5353 	DATA 	Keypress: up
187.5432 	EXP 	Fixation: autoDraw = False
187.5432 	EXP 	grating: autoDraw = False
187.5432 	EXP 	grating: ori = 4.0
187.5432 	EXP 	Fixation: autoDraw = True
188.5434 	EXP 	Fixation: autoDraw = False
188.5434 	EXP 	grating: autoDraw = True
188.8431 	EXP 	grating: autoDraw = False
189.1984 	EXP 	New trial (rep=98, index=0): None
189.2015 	DATA 	Keypress: down
189.2102 	EXP 	Fixation: autoDraw = False
189.2102 	EXP 	grating: autoDraw = False
189.2102 	EXP 	grating: ori = 0.0
189.2102 	EXP 	Fixation: autoDraw = True
190.2100 	EXP 	Fixation: autoDraw = False
190.2100 	EXP 	grating: autoDraw = True
190.5096 	EXP 	grating: autoDraw = False
190.9150 	EXP 	New trial (rep=99, index=0): None
190.9183 	DATA 	Keypress: up
190.9262 	EXP 	Fixation: autoDraw = False
190.9262 	EXP 	grating: autoDraw = False
190.9262 	EXP 	grating: ori = 0.0
190.9262 	EXP 	Fixation: autoDraw = True
191.9263 	EXP 	Fixation: autoDraw = False
191.9263 	EXP 	grating: autoDraw = True
192.2260 	EXP 	grating: autoDraw = False
192.6474 	DATA 	Keypress: up
192.6595 	EXP 	Fixation: autoDraw = False
192.6595 	EXP 	grating: autoDraw = False
192.8552 	EXP 	window1: mouseVisible = True
